kategoria;spec;L;T;C;M;SR;N;canopy_height;leaf_dmc;leaf_mass;leaf_size;SLA;life_span;seed_mass;seed_number_per_shoot;strategy;dominant_pollinator;class;fam
nie;Solanum nigrum;7;6;3;5;7;8;0.5;131.5;39.17314218;1272.5;25.225;mixed;0.916733333;53859.7;r (ruderals);selfing;Ste med;Solanaceae
nie;Solanum tuberosum;NA;NA;NA;NA;NA;NA;0.6;125.94;520;13128;23.66;NA;NA;3572.727273;cr (competitors/ruderals);selfing;0;Solanaceae
nie;Solidago canadensis;8;6;5;NA;NA;6;1.375;221;29.17434653;929;25.86666667;perennials;0.0668125;8499.428571;c (competitors);insect;Art vul;Asteraceae
nie;Solidago gigantea;8;6;5;6;NA;7;1.375;308;83.7088697;1517;20.25;perennials;0.0652;899445;c (competitors);insect;Art vul;Asteraceae
niska;Solidago virgaurea;5;NA;NA;5;NA;4;0.5;227;94.48678888;2302.5;21.68530882;perennials;0.6059;7528.712121;c (competitors);selfing;Cal-Uli;Asteraceae
nie;Sonchus arvensis;7;5;NA;5;7;NA;0.875;138.6666667;549.5327909;12192;21.7;perennials;0.79525;16413.36667;cr (competitors/ruderals);selfing;0;Asteraceae
nie;Sonchus asper;7;5;NA;6;7;7;0.475;123.6666667;216.369764;5417.333333;24.97389591;mixed;0.280333333;41397.78947;cr (competitors/ruderals);selfing;Ste med;Asteraceae
nie;Sonchus oleraceus;7;6;NA;4;8;8;1.075;118.5;341.1361911;10611.5;40.52714286;mixed;0.325;36005.77778;cr (competitors/ruderals);selfing;Ste med;Asteraceae
nie;Sorbaria sorbifolia;NA;NA;NA;NA;NA;NA;1.5;NA;NA;NA;24.63054187;NA;NA;NA;c (competitors);selfing;0;Rosaceae
nie;Sorbus aria;6;5;2;4;7;3;10.75;292.7175;232.175;5548.375;18.92684385;perennials;128.6498333;6;c (competitors);insect;0;Rosaceae
nie;Sorbus aucuparia;6;NA;NA;NA;4;NA;12.75;268.75;NA;637.05;14.44836705;perennials;121.4390444;8414;c (competitors);insect;0;Rosaceae
nie;Sorbus intermedia;6;5;2;NA;NA;NA;8.25;235.72;294.43;5382.635;15.62738095;NA;583.716;NA;c (competitors);insect;0;Rosaceae
wysoka;Sparganium emersum;7;6;3;10;6;7;0.2;105;100.6118895;2843;28.3;NA;12.842375;291.5454545;cs (competitors/stress-tolerators);wind;Phr aus;Sparganiaceae
niska;Sparganium erectum;7;6;5;10;7;7;0.375;147.0333333;918.5615297;13862;19.505;perennials;18.3422;1631.298246;cs (competitors/stress-tolerators);wind;Phr aus;Sparganiaceae
nie;Spergula arvensis;6;5;3;5;3;6;0.2;145;1.693585527;11.5;18.88222222;annuals;0.346436364;56842.90476;sr (stress-tolerators/ruderals);selfing;Ste med;Caryophyllaceae
nie;Spergula morisonii;9;5;4;3;NA;2;0.1;138.59;0.44;4.71;11.44;mixed;0.161;570.8529412;sr (stress-tolerators/ruderals);selfing;Ste med;Caryophyllaceae
nie;Spergularia rubra;7;5;NA;5;3;4;0.106666667;135;0.82173913;14;18.2950041;mixed;0.032409091;3150400;r (ruderals);selfing;Pol-Poe;Caryophyllaceae
nie;Spinacia oleracea;NA;NA;NA;NA;NA;NA;0.375;NA;NA;NA;32.29;annuals;6.39;NA;NA;NA;0;Amaranthaceae
nie;Spiraea salicifolia;7;6;7;8;6;6;1.25;404.05;65.515;947.75;20;NA;NA;1908.333333;c (competitors);selfing;0;Rosaceae
nie;Spiraea tomentosa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.44589824;NA;NA;NA;c (competitors);insect;0;Rosaceae
nie;Spiraea x arguata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Rosaceae
nie;Spiraea x vanhouttei;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;Rosaceae
wysoka;Spirodela polyrhiza;7;6;5;11;6;6;0.0075;NA;0.66;19.45;29.81;NA;NA;0;NA;wind;Lem min;Lemnaceae
nie;Stachys annua;7;6;4;3;8;4;0.175;NA;NA;NA;NA;mixed;0.977;125;r (ruderals);selfing;Ste med;Lamiaceae
wysoka;Stachys officinalis;NA;NA;NA;NA;NA;NA;0.308333333;243.2583333;115.0366624;2281.375;19.62625;perennials;1.35145;5655.008335;NA;NA;0;Lamiaceae
nie;Stachys palustris;7;5;NA;7;7;6;0.541666667;182;NA;937.72;35.99913955;perennials;1.19455;13471.3913;c (competitors);selfing;Art vul;Lamiaceae
niska;Stachys sylvatica;4;NA;3;7;7;7;0.491666667;207;59.95234081;2139.5;42.118;perennials;1.4016;1685.389286;cs (competitors/stress-tolerators);selfing;Que-Fag;Lamiaceae
nie;Stellaria graminea;6;NA;NA;5;4;3;0.308333333;170.53;2.83787894;76.33333333;29.26673202;perennials;0.335673333;4236.575758;cs (competitors/stress-tolerators);selfing;Mol-Arr;Caryophyllaceae
wysoka;Stellaria holostea;5;6;3;5;6;5;0.233333333;177.5;7.456753498;216;27.85957176;perennials;2.72845;1950.59;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Caryophyllaceae
nie;Stellaria media;6;NA;NA;NA;7;8;0.166666667;84;8.746235102;488;53.68107607;mixed;0.3852;7782.644444;cr (competitors/ruderals);selfing;Ste med;Caryophyllaceae
wysoka;Stellaria nemorum;4;NA;4;7;5;7;0.325;172.61;21.85;1050;46.23;perennials;0.2161;825.9055556;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Caryophyllaceae
niska;Stellaria palustris;5;5;7;9;4;2;0.266666667;NA;NA;NA;23.01948636;perennials;0.4895;106.6705556;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Caryophyllaceae
wysoka;Stratiotes aloides;7;6;5;11;8;6;0.125;87.14;156.56;3480.5;23.51;NA;NA;1.333333333;NA;insect;Lem min;Hydrocharitaceae
niska;Succisa pratensis;7;5;3;7;NA;2;0.341666667;177.5;277.2910969;4860.666667;18.09333333;perennials;1.369430303;541;cs (competitors/stress-tolerators);selfing;Mol-Arr;Dipsacaceae
nie;Symphoricarpos albus;NA;NA;NA;NA;NA;NA;1.5;359.005;101.585;2274.25;19.364;perennials;7.667;NA;c (competitors);selfing;0;Caprifoliaceae
nie;Symphytum officinale;7;6;3;7;NA;8;0.566666667;81.73;342.17;8816.25;24.87;perennials;8.3244;369.9666667;c (competitors);selfing;Art vul;Boraginaceae
nie;Syringa vulgaris;NA;NA;NA;NA;NA;NA;6;327.285;275.31;2339.166667;13.361;perennials;5.384545455;82.36363636;c (competitors);selfing;0;Oleaceae
nie;Tanacetum parthenium;NA;NA;NA;NA;NA;NA;0.29;172;125.5838601;4563;36.3;NA;0.109028571;NA;csr (competitors/stress-tolerators/ruderals);insect;0;Asteraceae
nie;Tanacetum vulgare;8;6;4;5;8;5;0.825;221;427.9908174;8376;20.60767032;perennials;0.293024;64490.5;c (competitors);insect;Art vul;Asteraceae
nie;Taraxacum officinale;7;NA;NA;5;NA;8;NA;NA;NA;NA;29.07;NA;0.5316;NA;cr (competitors/ruderals);insect;Mol-Arr;Asteraceae
nie;Taxus baccata;4;5;2;5;7;NA;17.5;267.1666667;NA;51.85;7.872013901;perennials;45.3264;1;c (competitors);wind;0;Taxaceae
niska;Teesdalia nudicaulis;8;6;2;3;1;1;0.126666667;136.5;3.921206076;104.5;28.95;mixed;0.288448485;116.90625;sr (stress-tolerators/ruderals);selfing;Koe-Cor;Brassicaceae
nie;Telekia speciosa;7;6;4;7;7;7;1.175;NA;NA;NA;NA;NA;0.654;NA;cs (competitors/stress-tolerators);insect;0;Asteraceae
wysoka;Tetragonolobus maritimus;8;7;4;NA;9;1;0.25;200.4733333;20.72833333;392.5;18.51;NA;3.808555556;24.75;csr (competitors/stress-tolerators/ruderals);insect;Fes-Bro;Fabaceae
nie;Thalictrum aquilegiifolium;5;NA;4;8;7;7;0.675;205.36;1340;44940;34.15;perennials;2;NA;c (competitors);wind;0;Ranunculaceae
niska;Thalictrum flavum;7;6;5;8;8;5;0.6;246;1133.827826;32542.5;26.1;perennials;1.40413;46169.3;c (competitors);wind;Mol-Arr;Ranunculaceae
niska;Thalictrum minus;6;NA;7;3;8;3;0.475;288.486;891.22125;11934.4175;17.01666667;NA;1.4936;1432.294118;cs (competitors/stress-tolerators);wind;Fes-Bro;Ranunculaceae
niska;Thelypteris palustris;5;6;NA;6;5;6;0.55;222.36;455.41;12976.72;30.425;NA;NA;NA;cs (competitors/stress-tolerators);NA;Aln glu;Thelypteridaceae
nie;Thlaspi arvense;6;5;NA;5;7;6;0.35;165.6666667;52.69757431;1214.333333;24.56522634;mixed;1.080755556;10232.25641;r (ruderals);selfing;Ste med;Brassicaceae
nie;Thlaspi perfoliatum;8;6;5;4;8;2;0.091666667;NA;NA;NA;NA;mixed;0.551066667;5236.7;sr (stress-tolerators/ruderals);selfing;Fes-Bro;Brassicaceae
nie;Thymus pulegioides;8;NA;4;4;NA;1;0.181666667;NA;NA;NA;24.8425;perennials;0.152106667;46519.78813;csr (competitors/stress-tolerators/ruderals);insect;Fes-Bro;Lamiaceae
nie;Thymus serpyllum;7;6;5;2;5;1;0.075;251;0.61;10.44;17.56;perennials;0.1968;55.5;csr (competitors/stress-tolerators/ruderals);selfing;Koe-Cor;Lamiaceae
nie;Tilia cordata;5;5;4;5;NA;5;21.66666667;NA;NA;0;27.17215231;perennials;50.55;3;c (competitors);wind;Que-Fag;Tiliaceae
nie;Tilia platyphyllos;4;6;2;6;NA;7;30;206.195;160.91;6034.25;26.75;perennials;146.54;NA;c (competitors);wind;Que-Fag;Tiliaceae
nie;Torilis japonica;6;6;3;5;8;8;0.441666667;280.6666667;138.9568619;3936.666667;28.06666667;mixed;1.778166667;3209.833333;c (competitors);insect;Art vul;Apiaceae
nie;Tragopogon dubius;8;7;4;4;8;4;0.425;198.33;12;321.5;25.3;mixed;8.244;NA;csr (competitors/stress-tolerators/ruderals);selfing;Art vul;Asteraceae
nie;Tragopogon pratensis;7;6;3;4;7;6;0.35;188.5;82.32655525;1507.5;19.1;perennials;10.3430375;5372.833335;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Asteraceae
wysoka;Trifolium alpestre;7;6;4;3;6;3;0.225;341.42;60.6025;705.875;11.44;NA;3.106666667;2058.25;csr (competitors/stress-tolerators/ruderals);insect;Tri-Ger;Fabaceae
nie;Trifolium arvense;8;6;3;3;2;1;0.146666667;296.07;11.93553796;233;18.04164657;mixed;0.328710833;75670.58333;sr (stress-tolerators/ruderals);selfing;Koe-Cor;Fabaceae
wysoka;Trifolium aureum;7;6;4;4;4;2;0.323333333;207.6375;12.18875;412.7975;37.945;NA;0.44;17401.35555;csr (competitors/stress-tolerators/ruderals);selfing;Tri-Ger;Fabaceae
nie;Trifolium campestre;8;6;3;4;6;3;0.2875;250.25;6.031443942;180.6666667;27.08333333;mixed;0.331452143;12169.51786;r (ruderals);selfing;0;Fabaceae
nie;Trifolium dubium;6;6;3;4;6;4;0.225;199.5;4.165833614;135.5;26.61078793;annuals;0.467240217;7554.607143;r (ruderals);selfing;Mol-Arr;Fabaceae
nie;Trifolium fragiferum;8;6;5;7;8;7;0.1875;223.0733333;7.165360825;192;25.32619671;perennials;2.11377;61;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Fabaceae
nie;Trifolium hybridum;7;6;5;6;7;5;0.35;239.91;68.01236421;1675.95;24.90276521;perennials;1.019083333;1078.2;c (competitors);insect;Mol-Arr;Fabaceae
nie;Trifolium medium;7;6;4;4;6;3;0.4;263;65.74024296;1437;20.6;perennials;2.1266;3785.994445;c (competitors);insect;Tri-Ger;Fabaceae
wysoka;Trifolium montanum;8;NA;4;3;8;2;0.275;260.045;96.57;1607.5;20.03;perennials;0.990214286;27.40909091;csr (competitors/stress-tolerators/ruderals);insect;Fes-Bro;Fabaceae
nie;Trifolium pratense;7;NA;3;5;NA;NA;0.283333333;223.3975;32.58394007;715.5;23.57674004;perennials;1.580555556;208.9583333;c (competitors);insect;Mol-Arr;Fabaceae
nie;Trifolium repens;8;NA;NA;5;6;6;0.35;185.6875;11.75808095;682;31.33518379;mixed;0.590026667;16628.17143;csr (competitors/stress-tolerators/ruderals);insect;Mol-Arr;Fabaceae
nie;Trifolium resupinatum;8;7;3;6;7;5;0.14;168.665;7.76;277.62;34.605;annuals;0.681666667;7;cr (competitors/ruderals);selfing;0;Fabaceae
wysoka;Triglochin maritima;8;6;NA;7;NA;5;0.24;131.5466667;47.11;432;11.38666667;perennials;0.580333333;439.2702703;s (stress-tolerators);wind;Jun mar;Juncaginaceae 
nie;Triglochin palustris;8;NA;NA;9;NA;1;0.2;168.5;12.77174339;237;31.65;perennials;0.608285714;92.825;s (stress-tolerators);wind;Sch-Car;Juncaginaceae
nie;Tripleurospermum inodorum;7;6;3;NA;6;6;NA;NA;NA;NA;NA;NA;NA;398441.625;cr (competitors/ruderals);insect;Ste med;Asteraceae
wysoka;Trisetum flavescens;7;NA;5;NA;NA;5;0.55;307.6666667;19.98856439;385;21.23285714;perennials;0.3034375;13421.59286;csr (competitors/stress-tolerators/ruderals);wind;Mol-Arr;Poaceae
nie;Triticum aestivum;NA;NA;NA;NA;NA;NA;1.1125;234.48;134.4;2845.5;22.78;annuals;43.33333333;567.4090909;cr (competitors/ruderals);selfing;0;Poaceae
wysoka;Trollius europaeus;9;3;5;7;6;5;0.275;193;290.0791345;5348.333333;22.5914864;perennials;0.891823077;231.1666667;c (competitors);insect;Mol-Arr;Ranunculaceae
nie;Tropaeolum majus;NA;NA;NA;NA;NA;NA;0.99;153.37;264.9675;6332.625;32.492;NA;NA;60.8;r (ruderals);insect;0;Tropaeolaceae 
nie;Tulipa sylvestris;7;7;4;4;7;5;0.3;NA;NA;NA;NA;NA;8.821;NA;csr (competitors/stress-tolerators/ruderals);selfing;0;Liliaceae
nie;Tussilago farfara;8;NA;3;6;8;NA;0.185;139;2873.927201;48997.5;19.625;perennials;0.225233333;5842.166667;csr (competitors/stress-tolerators/ruderals);selfing;Art vul;Asteraceae
niska;Typha angustifolia;8;7;5;10;7;7;1.5;265.815;1539.6;9562;6.55942027;perennials;0.10285;360000;cs (competitors/stress-tolerators);wind;Phr aus;Typhaceae
niska;Typha latifolia;8;6;5;10;7;8;1.5;198.8166667;1569.791154;17522;11.64621198;perennials;0.058107692;9570444.335;cs (competitors/stress-tolerators);wind;Phr aus;Typhaceae
nie;Ulmus glabra;4;5;3;6;7;7;33.33333333;254.07;114.6725;3395.233333;21.82925325;perennials;11.48855;1;c (competitors);wind;Que-Fag;Ulmaceae
nie;Ulmus laevis;4;6;5;8;7;7;35;218.695;98.445;4532.25;37.09681963;NA;8;NA;c (competitors);wind;Que-Fag;Ulmaceae
nie;Ulmus minor;5;7;5;NA;8;NA;30.25;246.405;64.7225;1734.255;20.31;NA;9;NA;c (competitors);wind;Que-Fag;Ulmaceae
nie;Urtica dioica;NA;NA;NA;6;7;9;0.875;212.5;101.2212909;3841.5;28.27833333;perennials;0.179769231;9003.975;c (competitors);wind;Art vul;Urticaceae
nie;Urtica urens;7;6;NA;5;NA;8;0.266666667;214;21.70206379;456;21;annuals;0.5132;15817.39286;r (ruderals);wind;Ste med;Urticaceae
wysoka;Utricularia australis;9;6;2;12;5;3;NA;61.37;1.97;150.5;75.33;NA;NA;3.5;NA;insect;Lem min;Lentibulariaceae
wysoka;Utricularia minor;8;6;NA;12;6;2;0.115;NA;NA;NA;NA;NA;NA;NA;NA;insect;Iso-Lit;Lentibulariaceae
wysoka;Utricularia vulgaris;7;6;NA;12;5;4;NA;47.535;406.33;179.5;55.985;NA;NA;NA;NA;insect;Lem min;Lentibulariaceae
wysoka;Vaccinium myrtillus;5;NA;5;NA;2;3;0.3135;331.8333333;4.044545455;72.30275862;20.81390009;perennials;40.80735556;1951.059722;cs (competitors/stress-tolerators);selfing;Vac-Pic;Ericaceae
nie;Vaccinium oxycoccos;7;5;3;9;NA;1;0.3875;327.17;1.37;15.95;16.2425;perennials;26.47807143;419.7435898;cs (competitors/stress-tolerators);wind;Oxy-Sph;Ericaceae
wysoka;Vaccinium vitis-idaea;5;NA;5;4;2;1;0.134285714;333.7666667;6.934117647;59.63606061;7.691278142;perennials;23.11978333;675.2066667;cs (competitors/stress-tolerators);selfing;Vac-Pic;Ericaceae
niska;Valeriana dioica;7;NA;2;8;5;2;0.18;168.6666667;27.27137687;799;30.3;perennials;0.79918;1088.333333;csr (competitors/stress-tolerators/ruderals);insect;Sch-Car;Valerianaceae
niska;Valeriana officinalis;7;6;5;8;7;5;0.525;140;408.039946;12333;32.4775;perennials;0.942;590.8;c (competitors);insect;Mol-Arr;Valerianaceae
nie;Valerianella dentata;7;6;2;4;7;NA;0.176666667;219.69;5.0575;138.25;30.28;annuals;0.94;735;r (ruderals);selfing;Ste med;Valerianaceae
niska;Valerianella locusta;7;6;3;5;7;6;0.135;103;4.788672566;152;31.7;mixed;0.738755556;11070.25;r (ruderals);selfing;Koe-Cor;Valerianaceae
nie;Verbascum densiflorum;8;6;5;4;8;5;1.1025;190.3675;827.66;15287.2925;17.67;perennials;0.099;52513.46154;c (competitors);insect;Art vul;Scrophulariaceae
nie;Verbascum lychnitis;7;6;5;3;7;3;0.87875;205.68;1265;18399.5;14.7;perennials;0.119466667;135135.2692;cs (competitors/stress-tolerators);selfing;Fes-Bro;Scrophulariaceae
wysoka;Verbascum nigrum;7;5;5;5;7;7;0.691666667;164;1532.4;28632;18.7;perennials;0.11548;185682.7778;c (competitors);insect;Epi ang;Scrophulariaceae
niska;Verbascum phlomoides;8;6;5;4;8;6;0.9875;219.76;282.21;5247;18.39;NA;0.153866667;45976.6;c (competitors);insect;Art vul;Scrophulariaceae
nie;Verbascum thapsus;8;NA;3;4;7;7;0.783333333;213.6666667;1595.280151;21628.33333;16.91821751;mixed;0.103033333;587457.2666;c (competitors);selfing;Art vul;Scrophulariaceae
nie;Verbena officinalis;9;6;3;5;7;7;0.36375;236.95;26.92;377.25;14.26;perennials;0.389;646.1818182;cr (competitors/ruderals);selfing;Art vul;Verbenaceae
nie;Veronica agrestis;6;6;2;6;7;7;0.25;117;2.66182708;147;55.2;mixed;0.3085;1375.2;r (ruderals);selfing;Ste med;Scrophulariaceae
niska;Veronica anagallis-aquatica;7;6;3;9;NA;6;0.308333333;107.3333333;65.39724673;2285;33.2;perennials;0.042066667;1749.714286;csr (competitors/stress-tolerators/ruderals);selfing;Phr aus;Scrophulariaceae
nie;Veronica arvensis;7;6;3;NA;6;NA;0.113333333;134.5375;4.147231837;151.6666667;25.8425;mixed;0.118771429;54431.1;r (ruderals);selfing;Ste med;Scrophulariaceae
wysoka;Veronica beccabunga;7;NA;3;10;7;6;0.333333333;136.6666667;34.47380872;798.6666667;24.78;perennials;0.425233333;7612;cs (competitors/stress-tolerators);selfing;Phr aus;Scrophulariaceae
nie;Veronica chamaedrys;6;NA;NA;5;NA;NA;0.25;270.46;15.80847992;355.5;31.55816667;perennials;0.206428571;12629.675;csr (competitors/stress-tolerators/ruderals);selfing;Mol-Arr;Scrophulariaceae
nie;Veronica dillenii;8;7;6;2;5;2;0.15;NA;NA;NA;NA;annuals;NA;NA;sr (stress-tolerators/ruderals);selfing;Koe-Cor;Scrophulariaceae
nie;Veronica hederifolia;6;6;3;5;7;7;0.19;91.8875;10.29783229;261.75;28.816;mixed;4.1612;68461.90835;r (ruderals);selfing;Ste med;Scrophulariaceae
niska;Veronica longifolia;7;6;7;8;7;6;0.75;210.45;71.562;1357;19.1675;NA;0.05;10504.9375;cs (competitors/stress-tolerators);selfing;Mol-Arr;Scrophulariaceae
niska;Veronica officinalis;6;NA;3;4;3;4;0.12575;280;10.47519084;54;27.6626;perennials;0.122816667;12890.20313;c (competitors);selfing;Cal-Uli;Scrophulariaceae
nie;Veronica opaca;5;6;4;4;8;6;0.175;NA;NA;NA;NA;mixed;NA;NA;r (ruderals);selfing;Ste med;Scrophulariaceae
nie;Veronica persica;6;NA;3;5;7;7;0.2;120.3333333;13.70544813;495.3333333;39.6;mixed;0.565;13741.06818;r (ruderals);selfing;Ste med;Scrophulariaceae
nie;Veronica polita;5;6;3;4;8;7;0.325;144.6666667;3.459694683;108.3333333;27.35;mixed;0.314133333;220;r (ruderals);selfing;Ste med;Scrophulariaceae
wysoka;Veronica scutellata;8;5;3;9;3;3;0.166666667;215.875;2.965;74.625;30.242963;perennials;0.473757143;200023.4667;cs (competitors/stress-tolerators);selfing;Iso-Lit;Scrophulariaceae
niska;Veronica serpyllifolia;NA;NA;3;5;5;5;0.141666667;175;8.018957346;188;22.86188407;mixed;0.049346667;116113.6667;csr (competitors/stress-tolerators/ruderals);insect;Mol-Arr;Scrophulariaceae
niska;Veronica spicata;7;7;6;3;7;2;0.21;341;68.3;505;10.125;NA;0.12015;127910.3334;csr (competitors/stress-tolerators/ruderals);selfing;Fes-Bro;Scrophulariaceae
wysoka;Veronica teucrium;7;6;5;3;8;2;NA;NA;NA;NA;NA;NA;NA;NA;c (competitors);selfing;Tri-Ger;Scrophulariaceae
nie;Veronica triphyllos;6;7;3;4;NA;4;0.091666667;165.79;1.07;42.25;36.71;mixed;0.40815;12355.49123;sr (stress-tolerators/ruderals);selfing;Ste med;Scrophulariaceae
nie;Veronica verna;8;7;5;2;4;1;0.07;NA;NA;NA;NA;mixed;0.115990909;60;sr (stress-tolerators/ruderals);selfing;Koe-Cor;Scrophulariaceae
nie;Viburnum lantana;7;5;2;4;8;4;3.5;234.895;211.68;3869.5;15.4425;perennials;34.95424;139.25;cs (competitors/stress-tolerators);selfing;0;Caprifoliaceae
niska;Viburnum opulus;6;5;3;NA;7;6;2.916666667;250.5;NA;2086.066667;17.90877193;perennials;145.1769429;748.5;c (competitors);selfing;Que-Fag;Caprifoliaceae
nie;Vicia angustifolia;5;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;cr (competitors/ruderals);selfing;Ste med;Fabaceae
nie;Vicia cassubica;6;6;4;4;5;3;0.45;350.42;155.94;3256.87;22.11;perennials;35.009;13.27272727;cs (competitors/stress-tolerators);insect;Tri-Ger;Fabaceae
nie;Vicia cracca;7;5;NA;6;NA;NA;0.883333333;223.055;29.26000096;971.5;25.57613995;perennials;16.08323636;1693.683333;c (competitors);insect;Mol-Arr;Fabaceae
wysoka;Vicia dumetorum;6;6;4;5;8;4;1.5;NA;NA;NA;NA;perennials;51.00809524;NA;c (competitors);selfing;Tri-Ger;Fabaceae
nie;Vicia grandiflora;7;7;6;4;NA;NA;0.45;228.9;10.66;312.01;27.95;annuals;20.58;43.5;cr (competitors/ruderals);insect;Ste med;Fabaceae
nie;Vicia hirsuta;7;6;5;4;NA;4;0.275;240.3333333;10.51095912;305.3333333;22.05714286;mixed;5.99044;3883.104761;r (ruderals);selfing;Ste med;Fabaceae
nie;Vicia lathyroides;8;7;4;2;3;2;0.103333333;217;7.140952381;184;25.8;annuals;2.296666667;NA;sr (stress-tolerators/ruderals);insect;Koe-Cor;Fabaceae
nie;Vicia sativa;5;6;3;NA;NA;NA;0.55;217.5;56.18545931;1286;22.85714286;mixed;31.04733333;152;cr (competitors/ruderals);selfing;Ste med;Fabaceae
niska;Vicia sepium;NA;NA;5;5;6;5;0.466666667;186;24.55676856;1242;38.67333333;perennials;22.7702;899.7785714;c (competitors);selfing;0;Fabaceae
wysoka;Vicia tenuifolia;8;6;6;3;8;2;0.9;207.3066667;67.06130932;1904.606667;28.4325;perennials;24.28;NA;c (competitors);insect;Tri-Ger;Fabaceae
nie;Vicia tetrasperma;6;6;5;5;5;5;0.375;281;1.8;36;31.89649669;mixed;3.197666667;3365.788889;r (ruderals);selfing;Ste med;Fabaceae
nie;Vicia villosa;7;6;5;4;6;5;NA;NA;NA;NA;25.417;mixed;NA;6030.833333;cr (competitors/ruderals);insect;Ste med;Fabaceae
nie;Vinca minor;4;6;2;5;7;6;0.5875;195;21.85865895;565;24.7;NA;6.13;2.5;cs (competitors/stress-tolerators);insect;0;Apocyanaceae
wysoka;Vincetoxicum hirundinaria;6;5;5;3;7;3;0.75;159.415;28.2075;1513.5;48.838;perennials;7.423333333;120670;cs (competitors/stress-tolerators);insect;Que-Fag;Apocyanaceae
nie;Viola arvensis;6;5;NA;NA;NA;NA;0.191666667;167.5;23.09604869;546.5;24.32;mixed;0.468;13153.41111;r (ruderals);selfing;Ste med;Violaceae
niska;Viola canina;7;NA;3;4;3;2;0.1;245;12.71737374;238;24.36501502;NA;1.08548;10508.01667;csr (competitors/stress-tolerators/ruderals);selfing;Cal-Uli;Violaceae
wysoka;Viola hirta;6;5;5;3;8;3;0.075;236.5;169.8245458;3436;18.23333333;perennials;3.09404;NA;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Violaceae
wysoka;Viola mirabilis;4;5;4;5;8;NA;0.2;166.785;120.32;4503.375;46.20317739;NA;1.7;400.12;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Violaceae
nie;Viola odorata;5;6;3;5;NA;8;0.2375;220;86.57567665;1975.5;29.35;perennials;2.256533333;NA;csr (competitors/stress-tolerators/ruderals);selfing;Art vul;Violaceae
wysoka;Viola palustris;6;NA;3;9;2;3;0.085;171.1266667;44.73060711;1812.916667;36.55285714;perennials;0.685666667;2179.342425;s (stress-tolerators);selfing;Sch-Car;Violaceae
wysoka;Viola persicifolia;6;7;5;8;6;3;0.141666667;181.1366667;13.882;379.79;36.89333333;NA;0.48;84.42857143;NA;NA;Mol-Arr;Violaceae
niska;Viola reichenbachiana;4;NA;4;5;7;6;0.12;225.695;17.52;488;29.785;perennials;2.0248;3108.3;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Violaceae
wysoka;Viola riviniana;5;NA;3;4;4;NA;0.135;296;28.96341463;532;24.76666667;perennials;1.200266667;69.21176471;csr (competitors/stress-tolerators/ruderals);selfing;Que-Fag;Violaceae
nie;Viola tricolor;7;NA;NA;4;NA;NA;0.25;168.5333333;14.70291069;440.5;27.0675;mixed;0.793276923;3083.771429;r (ruderals);selfing;Koe-Cor;Violaceae
nie;Viscum album;7;6;3;NA;NA;NA;NA;238.07;179.7166667;663.75;4.565;perennials;130.4073333;134.5;NA;insect;0;Loranthaceae
nie;Vitis vinifera;NA;NA;NA;NA;NA;NA;10;159.8;414.2375;14390.125;24.5175;perennials;18;NA;c (competitors);wind;0;Vitaceae
nie;Vulpia myuros;8;7;3;2;5;1;0.2;272;3.638967137;40;22.38333333;annuals;0.416766667;2046.722222;sr (stress-tolerators/ruderals);wind;Koe-Cor;Poaceae
nie;Xanthium riparium;8;6;4;8;7;7;NA;NA;NA;NA;NA;NA;NA;NA;cr (competitors/ruderals);wind;Bid tri;Asteraceae
nie;Xanthium strumarium;8;7;5;5;7;6;0.53;199.4066667;110.8725;4758.835667;20.01333333;annuals;NA;23.5;cr (competitors/ruderals);wind;Ste med;Asteraceae
nie;Zea mays;NA;NA;NA;NA;NA;NA;2;195.22;1366.6;32702.75;25.28;NA;104.72;485.6818182;NA;NA;0;Poaceae
